what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1344519594970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519634341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519740568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519744936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519775792
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344519839112
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344519839112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519840984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519842130
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344519843804
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344519843820
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344519845785
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344519845785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519847626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519849354
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344519851272
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344519851272
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344519854143
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344519854158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344519855453
